company_number,core_score,sic_score,keyword_score,cluster_score,recency_score,confidence_band,promotion_reason,promoted_to_enrichment,screened_at,cross_ref_promote,primary_sic_category,sic_categories,keyword_categories,sector_categories
15704657,40,23,6,11,0,medium,,t,2026-03-31 15:25:51.989239,f,MedTech,{MedTech},{},{MedTech}
16286908,20,8,12,0,0,low,,t,2026-03-31 15:31:08.401037,f,HealthTech,{HealthTech},{},{HealthTech}
15362511,37,25,12,0,0,low,,t,2026-03-31 15:24:11.517676,f,Biotech,{Biotech},{},{Biotech}
15219252,37,25,12,0,0,low,,t,2026-03-31 15:23:39.141825,f,Biotech,{Biotech},{},{Biotech}
16031732,39,10,12,17,0,low,,t,2026-03-31 15:28:20.362324,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
14215700,32,8,24,0,0,low,,t,2026-03-31 15:20:30.634409,f,HealthTech,{HealthTech},"{Biotech,MedTech}","{Biotech,HealthTech,MedTech}"
16713986,46,26,0,20,0,medium,,t,2026-03-31 15:37:29.821722,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
14638502,22,8,14,0,0,low,,t,2026-03-31 15:21:33.677766,f,HealthTech,{HealthTech},{},{HealthTech}
13874006,42,10,12,20,0,medium,,t,2026-03-31 15:19:49.322145,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14485515,22,8,14,0,0,low,,t,2026-03-31 15:21:07.812931,f,HealthTech,{HealthTech},{},{HealthTech}
16636691,32,10,22,0,0,low,,t,2026-03-31 15:36:20.244098,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
14446495,27,0,10,17,0,low,,t,2026-03-31 15:21:01.588867,f,,{},{},{}
16194612,42,25,0,17,0,medium,,t,2026-03-31 15:29:59.798467,f,Hardware,"{CleanTech,""Deep R&D"",Hardware}",{},"{CleanTech,""Deep R&D"",Hardware}"
14322399,29,0,12,17,0,low,,t,2026-03-31 15:20:44.434547,f,,{},{},{}
16470995,22,10,12,0,0,low,,t,2026-03-31 15:33:47.624598,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15933239,29,0,12,17,0,low,,t,2026-03-31 15:27:28.42812,f,,{},{},{}
14987379,29,0,12,17,0,low,,t,2026-03-31 15:22:41.213517,f,,{},{},{}
14987371,29,0,12,17,0,low,,t,2026-03-31 15:22:41.212506,f,,{},{},{}
16943210,20,8,12,0,0,low,,t,2026-03-31 15:42:08.435935,f,HealthTech,{HealthTech},{},{HealthTech}
16140214,29,0,12,17,0,low,,t,2026-03-31 15:29:23.276745,f,,{},{},{}
16824094,46,26,0,20,0,medium,,t,2026-03-31 15:39:42.797287,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16057274,46,26,0,20,0,medium,,t,2026-03-31 15:28:34.372685,f,Biotech,{Biotech},{},{Biotech}
16058510,67,25,22,20,0,high,,t,2026-03-31 15:28:37.421451,f,Biotech,{Biotech},{Biotech},{Biotech}
16893650,43,26,0,17,0,medium,,t,2026-03-31 15:40:59.882905,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16348693,43,26,0,17,0,medium,,t,2026-03-31 15:31:56.912106,f,Deep R&D,"{""AI & Software"",""Deep R&D"",Hardware}",{},"{""AI & Software"",""Deep R&D"",Hardware}"
16720731,29,0,12,17,0,low,,t,2026-03-31 15:37:35.208013,f,,{},{},{}
16293809,33,2,14,17,0,low,,t,2026-03-31 15:31:12.736582,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
14120725,35,10,25,0,0,low,,t,2026-03-31 15:20:19.181045,f,Deep R&D,"{""Deep R&D""}","{""Quantum / Photonics""}","{""Deep R&D"",""Quantum / Photonics""}"
14748067,32,10,22,0,0,low,,t,2026-03-31 15:21:52.831998,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16945613,29,0,12,17,0,low,,t,2026-03-31 15:42:08.881213,f,,{},{},{}
15635101,31,10,10,11,0,low,,t,2026-03-31 15:25:30.124895,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
15648681,18,8,10,0,0,low,,t,2026-03-31 15:25:33.670449,f,HealthTech,{HealthTech},{},{HealthTech}
13673194,22,10,12,0,0,low,,t,2026-03-31 15:19:23.077026,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15198676,29,0,12,17,0,low,,t,2026-03-31 15:23:33.212489,f,,{},{},{}
13549211,31,2,12,17,0,low,,t,2026-03-31 15:18:58.57167,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16089461,20,8,12,0,0,low,,t,2026-03-31 15:28:51.411034,f,HealthTech,{HealthTech},{},{HealthTech}
16440312,32,0,12,20,0,low,,t,2026-03-31 15:33:20.017079,f,,{},{},{}
15882969,37,8,12,17,0,low,,t,2026-03-31 15:27:04.925527,f,HealthTech,{HealthTech},{},{HealthTech}
15565487,29,0,12,17,0,low,,t,2026-03-31 15:25:09.040281,f,,{},{},{}
13697761,29,0,12,17,0,low,,t,2026-03-31 15:19:26.615836,f,,{},{},{}
16929584,24,10,14,0,0,low,,t,2026-03-31 15:41:45.907431,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16029769,30,8,22,0,0,low,,t,2026-03-31 15:28:19.989974,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16429014,46,10,16,20,0,medium,,t,2026-03-31 15:33:05.19054,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
15874316,46,26,0,20,0,medium,,t,2026-03-31 15:27:01.204589,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
13346233,31,0,14,17,0,low,,t,2026-03-31 15:18:08.912144,f,,{},{},{}
15393649,47,25,2,20,0,medium,,t,2026-03-31 15:24:19.756898,f,Deep R&D,"{""Deep R&D""}",{MedTech},"{""Deep R&D"",MedTech}"
14783930,31,0,14,17,0,low,,t,2026-03-31 15:21:59.373703,f,,{},{},{}
13594834,31,2,12,17,0,low,,t,2026-03-31 15:19:06.700059,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16093750,36,8,14,14,0,low,,t,2026-03-31 15:28:55.003086,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16609457,37,8,12,17,0,low,,t,2026-03-31 15:35:55.682366,f,HealthTech,{HealthTech},{},{HealthTech}
16729313,29,0,12,17,0,low,,t,2026-03-31 15:37:45.204099,f,,{},{},{}
17041853,29,0,12,17,0,low,,t,2026-03-31 15:44:20.451658,f,,{},{},{}
SC747526,29,23,6,0,0,low,,t,2026-03-31 15:46:15.378389,f,Hardware,"{""AI & Software"",Hardware}",{},"{""AI & Software"",Hardware}"
16478597,48,26,22,0,0,medium,,t,2026-03-31 15:33:57.573576,f,Deep R&D,"{""AI & Software"",""Data & Cloud"",""Deep R&D"",MedTech}",{Biotech},"{""AI & Software"",Biotech,""Data & Cloud"",""Deep R&D"",MedTech}"
13547107,44,13,14,17,0,medium,,t,2026-03-31 15:18:58.271424,f,Advanced Materials,"{""Advanced Materials""}","{""Advanced Materials""}","{""Advanced Materials""}"
13421018,35,23,12,0,0,low,,t,2026-03-31 15:18:26.171313,f,Hardware,{Hardware},{},{Hardware}
14829215,29,0,12,17,0,low,,t,2026-03-31 15:22:08.517012,f,,{},{},{}
14383680,46,26,0,20,0,medium,,t,2026-03-31 15:20:52.234198,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15382337,42,25,0,17,0,medium,,t,2026-03-31 15:24:16.781422,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14657261,65,26,22,17,0,high,,t,2026-03-31 15:21:36.126886,f,Deep R&D,"{""Deep R&D""}",{Robotics},"{""Deep R&D"",Robotics}"
14232155,27,13,14,0,0,low,,t,2026-03-31 15:20:32.525375,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14491238,45,25,0,20,0,medium,,t,2026-03-31 15:21:09.308385,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16225807,42,25,0,17,0,medium,,t,2026-03-31 15:30:23.233565,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
13607012,33,2,14,17,0,low,,t,2026-03-31 15:19:10.593408,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
15037955,36,0,16,20,0,low,,t,2026-03-31 15:22:56.297922,f,,{},{Biotech},{Biotech}
15166874,46,26,0,20,0,medium,,t,2026-03-31 15:23:25.256491,f,Biotech,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
15599381,45,25,0,20,0,medium,,t,2026-03-31 15:25:18.241545,f,Biotech,{Biotech},{},{Biotech}
16894603,49,26,6,17,0,medium,,t,2026-03-31 15:41:00.004261,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15978215,29,0,12,17,0,low,,t,2026-03-31 15:27:47.982461,f,,{},{},{}
15930688,29,0,12,17,0,low,,t,2026-03-31 15:27:25.206737,f,,{},{},{}
15522751,44,24,0,20,0,medium,,t,2026-03-31 15:24:54.439431,f,Hardware,{Hardware},{},{Hardware}
16687912,29,0,12,17,0,low,,t,2026-03-31 15:37:05.035556,f,,{},{},{}
13580056,32,10,22,0,0,low,,t,2026-03-31 15:19:04.615582,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
15433013,29,0,12,17,0,low,,t,2026-03-31 15:24:30.679507,f,,{},{},{}
16436436,30,8,22,0,0,low,,t,2026-03-31 15:33:15.138084,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14287705,29,0,12,17,0,low,,t,2026-03-31 15:20:39.492263,f,,{},{},{}
16621027,32,0,12,20,0,low,,t,2026-03-31 15:36:05.746073,f,,{},{},{}
16013510,22,8,14,0,0,low,,t,2026-03-31 15:28:10.781689,f,HealthTech,{HealthTech},{},{HealthTech}
15740482,45,25,0,20,0,medium,,t,2026-03-31 15:26:04.941501,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
13615131,20,10,10,0,0,low,,t,2026-03-31 15:19:13.006621,f,HealthTech,{HealthTech},{MedTech},"{HealthTech,MedTech}"
15184295,20,8,12,0,0,low,,t,2026-03-31 15:23:30.165457,f,HealthTech,{HealthTech},{},{HealthTech}
16132951,31,2,12,17,0,low,,t,2026-03-31 15:29:18.920196,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
16559377,29,0,12,17,0,low,,t,2026-03-31 15:35:06.986522,f,,{},{},{}
13649406,33,27,6,0,0,low,,t,2026-03-31 15:19:18.141647,f,Biotech,"{""Advanced Materials"",Biotech,""Deep R&D""}",{},"{""Advanced Materials"",Biotech,""Deep R&D""}"
16979437,33,27,6,0,0,low,,t,2026-03-31 15:42:52.140399,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14585665,20,10,10,0,0,low,,t,2026-03-31 15:21:23.509794,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16120592,43,25,1,17,0,medium,,t,2026-03-31 15:29:10.9503,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16838921,62,25,20,17,0,high,,t,2026-03-31 15:40:01.185368,f,Biotech,"{""AI & Software"",Biotech}","{""AI & Software"",Biotech}","{""AI & Software"",Biotech}"
14710534,50,25,25,0,0,medium,,t,2026-03-31 15:21:46.164161,f,Biotech,{Biotech},{},{Biotech}
16910910,53,26,16,11,0,medium,,t,2026-03-31 15:41:22.978029,f,Biotech,"{Biotech,""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
13437627,31,2,12,17,0,low,,t,2026-03-31 15:18:30.50982,f,AI & Software,"{""AI & Software"",""Data & Cloud""}",{},"{""AI & Software"",""Data & Cloud""}"
16030125,47,25,2,20,0,medium,,t,2026-03-31 15:28:20.056211,f,Hardware,"{""EV & Automotive"",Hardware}",{},"{""EV & Automotive"",Hardware}"
13984192,39,13,12,14,0,low,,t,2026-03-31 15:20:02.350119,f,CleanTech,{CleanTech},{},{CleanTech}
14380918,48,19,12,17,0,medium,,t,2026-03-31 15:20:52.066282,f,CleanTech,{CleanTech},{CleanTech},{CleanTech}
16290592,32,0,12,20,0,low,,t,2026-03-31 15:31:08.906542,f,,{},{},{}
16352550,47,25,2,20,0,medium,,t,2026-03-31 15:32:00.889246,f,Biotech,{Biotech},{},{Biotech}
13746798,29,0,12,17,0,low,,t,2026-03-31 15:19:35.365815,f,,{},{},{}
16036300,29,0,12,17,0,low,,t,2026-03-31 15:28:24.217599,f,,{},{},{}
16568918,45,25,3,17,0,medium,,t,2026-03-31 15:35:16.398563,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13935425,32,25,7,0,0,low,,t,2026-03-31 15:19:56.489914,f,Biotech,{Biotech},{},{Biotech}
16928856,33,4,12,17,0,low,,t,2026-03-31 15:41:45.777776,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
15664078,39,0,22,17,0,low,,t,2026-03-31 15:25:39.465612,f,,{},{Robotics},{Robotics}
14560702,48,27,4,17,0,medium,,t,2026-03-31 15:21:19.388268,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15143597,54,25,12,17,0,medium,,t,2026-03-31 15:23:20.141852,f,Deep R&D,"{""Data & Cloud"",""Deep R&D""}",{},"{""Data & Cloud"",""Deep R&D""}"
16224236,29,0,12,17,0,low,,t,2026-03-31 15:30:22.997519,f,,{},{},{}
SC702463,44,25,2,17,0,medium,,t,2026-03-31 15:45:54.96011,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15297090,43,26,0,17,0,medium,,t,2026-03-31 15:23:55.498764,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16641795,22,10,12,0,0,low,,t,2026-03-31 15:36:25.190508,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16553066,45,26,2,17,0,medium,,t,2026-03-31 15:35:02.137696,f,Deep R&D,"{""Deep R&D"",Robotics}",{},"{""Deep R&D"",Robotics}"
SC864208,32,10,22,0,0,low,,t,2026-03-31 15:48:16.362051,f,Deep R&D,"{""Deep R&D""}",{Robotics},"{""Deep R&D"",Robotics}"
SC792373,32,18,14,0,0,low,,t,2026-03-31 15:46:49.62125,f,CleanTech,{CleanTech},{},{CleanTech}
SC866248,34,27,7,0,0,low,,t,2026-03-31 15:48:17.192379,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15801031,45,28,0,17,0,medium,,t,2026-03-31 15:26:31.178871,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14215919,38,0,18,20,0,low,,t,2026-03-31 15:20:30.647947,f,,{},{},{}
13741202,45,28,0,17,0,medium,,t,2026-03-31 15:19:35.011574,f,Deep R&D,"{CleanTech,""Deep R&D"",Hardware}",{},"{CleanTech,""Deep R&D"",Hardware}"
16893693,33,4,12,17,0,low,,t,2026-03-31 15:40:59.889732,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
15130981,26,20,6,0,0,low,,t,2026-03-31 15:23:17.393617,f,CleanTech,"{""Advanced Materials"",CleanTech,""Deep R&D""}",{},"{""Advanced Materials"",CleanTech,""Deep R&D""}"
16298479,42,13,12,17,0,medium,,t,2026-03-31 15:31:17.075174,f,Robotics,{Robotics},{},{Robotics}
16283699,37,27,10,0,0,low,,t,2026-03-31 15:31:04.340045,f,Deep R&D,"{CleanTech,""Deep R&D""}",{CleanTech},"{CleanTech,""Deep R&D""}"
15124289,43,26,0,17,0,medium,,t,2026-03-31 15:23:15.298387,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14066860,42,25,0,17,0,medium,,t,2026-03-31 15:20:12.217164,f,Deep R&D,"{""AI & Software"",""Deep R&D""}",{},"{""AI & Software"",""Deep R&D""}"
16346019,43,26,0,17,0,medium,,t,2026-03-31 15:31:53.089369,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
17057524,34,4,13,17,0,low,,t,2026-03-31 15:44:44.638974,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16294383,44,27,0,17,0,medium,,t,2026-03-31 15:31:12.831965,f,Space & Aero,"{""AI & Software"",""Deep R&D"",Defence,""Space & Aero""}",{},"{""AI & Software"",""Deep R&D"",Defence,""Space & Aero""}"
16648660,45,25,0,20,0,medium,,t,2026-03-31 15:36:30.268721,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
13542271,47,25,22,0,0,medium,,t,2026-03-31 15:18:57.535074,f,Biotech,{Biotech},{Biotech},{Biotech}
13430140,47,25,22,0,0,medium,,t,2026-03-31 15:18:29.729355,f,Biotech,{Biotech},{Biotech},{Biotech}
16688292,31,2,12,17,0,low,,t,2026-03-31 15:37:05.088876,f,AI & Software,"{""AI & Software"",""Data & Cloud""}",{},"{""AI & Software"",""Data & Cloud""}"
15151738,29,0,12,17,0,low,,t,2026-03-31 15:23:22.449248,f,,{},{},{}
15957940,22,10,12,0,0,low,,t,2026-03-31 15:27:39.13314,f,HealthTech,{HealthTech},{},{HealthTech}
14661465,20,8,12,0,0,low,,t,2026-03-31 15:21:37.573337,f,HealthTech,{HealthTech},{},{HealthTech}
15619538,29,0,12,17,0,low,,t,2026-03-31 15:25:24.10232,f,,{},{},{}
16608756,27,13,14,0,0,low,,t,2026-03-31 15:35:51.523562,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13757199,23,10,13,0,0,low,,t,2026-03-31 15:19:36.5188,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
13678972,48,25,3,20,0,medium,,t,2026-03-31 15:19:23.531659,f,Biotech,{Biotech},{},{Biotech}
16646276,29,0,12,17,0,low,,t,2026-03-31 15:36:25.914802,f,,{},{},{}
14714703,31,0,14,17,0,low,,t,2026-03-31 15:21:46.439028,f,,{},{},{}
16492850,31,0,14,17,0,low,,t,2026-03-31 15:34:08.655975,f,,{},{},{}
16748625,29,0,12,17,0,low,,t,2026-03-31 15:38:06.252079,f,,{},{},{}
16714928,34,0,14,20,0,low,,t,2026-03-31 15:37:29.962965,f,,{},{},{}
14253266,51,26,8,17,0,medium,,t,2026-03-31 15:20:34.662387,f,Space & Aero,"{""Deep R&D"",""Space & Aero""}",{},"{""Deep R&D"",""Space & Aero""}"
16156891,29,0,12,17,0,low,,t,2026-03-31 15:29:35.5564,f,,{},{},{}
14921894,29,0,12,17,0,low,,t,2026-03-31 15:22:28.481604,f,,{},{},{}
13552799,43,20,12,11,0,medium,,t,2026-03-31 15:18:59.053499,f,CleanTech,"{CleanTech,""Deep R&D""}",{CleanTech},"{CleanTech,""Deep R&D""}"
16673083,45,25,0,20,0,medium,,t,2026-03-31 15:36:50.330536,f,Biotech,{Biotech},{},{Biotech}
14516866,29,0,12,17,0,low,,t,2026-03-31 15:21:13.033272,f,,{},{},{}
14945262,29,0,12,17,0,low,,t,2026-03-31 15:22:33.438851,f,,{},{},{}
16699029,27,0,10,17,0,low,,t,2026-03-31 15:37:14.862462,f,,{},{},{}
13667443,37,4,16,17,0,low,,t,2026-03-31 15:19:22.34209,f,AI & Software,"{""AI & Software""}",{Biotech},"{""AI & Software"",Biotech}"
16676328,27,0,10,17,0,low,,t,2026-03-31 15:36:54.884201,f,,{},{},{}
14396354,32,10,22,0,0,low,,t,2026-03-31 15:20:54.093355,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
14395038,67,25,22,20,0,high,,t,2026-03-31 15:20:54.0081,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
14626683,29,0,12,17,0,low,,t,2026-03-31 15:21:31.557394,f,,{},{},{}
16615845,42,22,0,20,0,medium,,t,2026-03-31 15:36:00.732943,f,Hardware,"{""AI & Software"",""Deep R&D"",Hardware}",{},"{""AI & Software"",""Deep R&D"",Hardware}"
16207657,42,25,0,17,0,medium,,t,2026-03-31 15:30:11.026272,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14401562,33,0,16,17,0,low,,t,2026-03-31 15:20:55.588538,f,,{},{Biotech},{Biotech}
13573310,34,28,6,0,0,low,,t,2026-03-31 15:19:03.887116,f,Biotech,"{Biotech,""Deep R&D""}",{},"{Biotech,""Deep R&D""}"
16774725,32,10,22,0,0,low,,t,2026-03-31 15:38:38.596303,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16113492,44,23,1,20,0,medium,,t,2026-03-31 15:29:06.510416,f,Hardware,{Hardware},{},{Hardware}
16070683,47,27,0,20,0,medium,,t,2026-03-31 15:28:42.736123,f,Deep R&D,"{""Deep R&D"",Robotics}",{},"{""Deep R&D"",Robotics}"
16450573,44,26,1,17,0,medium,,t,2026-03-31 15:33:26.885304,f,Biotech,"{""AI & Software"",Biotech,""Deep R&D""}",{},"{""AI & Software"",Biotech,""Deep R&D""}"
16621433,22,10,12,0,0,low,,t,2026-03-31 15:36:05.806978,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15856068,44,25,2,17,0,medium,,t,2026-03-31 15:26:54.259975,f,Biotech,"{""AI & Software"",Biotech}",{},"{""AI & Software"",Biotech}"
15915329,29,0,12,17,0,low,,t,2026-03-31 15:27:18.442699,f,,{},{},{}
15078541,45,25,0,20,0,medium,,t,2026-03-31 15:23:04.260403,f,Biotech,{Biotech},{CleanTech},"{Biotech,CleanTech}"
14871479,40,20,0,20,0,medium,,t,2026-03-31 15:22:17.35885,f,AI & Software,"{""AI & Software"",""Data & Cloud"",""Deep R&D""}",{},"{""AI & Software"",""Data & Cloud"",""Deep R&D""}"
15564649,29,0,12,17,0,low,,t,2026-03-31 15:25:08.9733,f,,{},{},{}
13382825,45,25,0,20,0,medium,,t,2026-03-31 15:18:17.107769,f,Hardware,"{""Deep R&D"",Hardware}",{},"{""Deep R&D"",Hardware}"
14535704,32,10,22,0,0,low,,t,2026-03-31 15:21:15.416193,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16527896,30,8,22,0,0,low,,t,2026-03-31 15:34:42.510066,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
NI715906,39,25,14,0,0,low,,t,2026-03-31 15:45:27.053232,f,Biotech,{Biotech},{},{Biotech}
15359534,32,0,12,20,0,low,,t,2026-03-31 15:24:11.297191,f,,{},{},{}
16797221,29,0,12,17,0,low,,t,2026-03-31 15:39:11.121301,f,,{},{},{}
16243139,38,10,14,14,0,low,,t,2026-03-31 15:30:35.392375,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16765471,38,2,16,20,0,low,,t,2026-03-31 15:38:30.282314,f,AI & Software,"{""AI & Software""}",{Biotech},"{""AI & Software"",Biotech}"
15079128,39,0,22,17,0,low,,t,2026-03-31 15:23:04.306597,f,,{},{},{}
14542643,46,10,25,11,0,medium,,t,2026-03-31 15:21:17.02432,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16285050,45,25,0,20,0,medium,,t,2026-03-31 15:31:04.535941,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
16260864,33,4,12,17,0,low,,t,2026-03-31 15:30:47.526494,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
14330880,29,0,12,17,0,low,,t,2026-03-31 15:20:44.918801,f,,{},{},{}
15088970,29,0,12,17,0,low,,t,2026-03-31 15:23:06.602549,f,,{},{},{}
14876384,22,10,12,0,0,low,,t,2026-03-31 15:22:17.710753,f,Hardware,{Hardware},{},{Hardware}
14338940,29,19,10,0,0,low,,t,2026-03-31 15:20:46.418913,f,Robotics,"{CleanTech,Robotics}",{},"{CleanTech,Robotics}"
15791613,33,4,12,17,0,low,,t,2026-03-31 15:26:27.783165,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
15881772,34,2,12,20,0,low,,t,2026-03-31 15:27:04.798836,f,Data & Cloud,"{""Data & Cloud""}",{},"{""Data & Cloud""}"
15347832,33,2,14,17,0,low,,t,2026-03-31 15:24:08.395481,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16288744,41,13,8,20,0,medium,,t,2026-03-31 15:31:08.65973,f,Advanced Materials,"{""Advanced Materials""}",{},"{""Advanced Materials""}"
16038367,26,20,6,0,0,low,,t,2026-03-31 15:28:24.610794,f,Robotics,"{""Deep R&D"",Hardware,Robotics}",{},"{""Deep R&D"",Hardware,Robotics}"
16356179,29,0,12,17,0,low,,t,2026-03-31 15:32:01.459129,f,,{},{},{}
16824289,44,8,16,20,0,medium,,t,2026-03-31 15:39:42.843984,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16530027,45,25,0,20,0,medium,,t,2026-03-31 15:34:42.854744,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
SC703062,35,23,12,0,0,low,,t,2026-03-31 15:45:55.001629,f,Hardware,{Hardware},{},{Hardware}
15128835,29,0,12,17,0,low,,t,2026-03-31 15:23:17.259803,f,,{},{},{}
16110535,49,28,4,17,0,medium,,t,2026-03-31 15:29:03.120298,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
15509744,47,25,22,0,0,medium,,t,2026-03-31 15:24:51.291842,f,Space & Aero,"{""Space & Aero""}",{},"{""Space & Aero""}"
16576739,24,10,14,0,0,low,,t,2026-03-31 15:35:21.652178,f,Deep R&D,"{""Deep R&D""}",{CleanTech},"{CleanTech,""Deep R&D""}"
15228462,47,15,12,20,0,medium,,t,2026-03-31 15:23:39.779272,f,EV & Automotive,"{""EV & Automotive""}",{},"{""EV & Automotive""}"
16460268,38,24,14,0,0,low,,t,2026-03-31 15:33:37.481361,f,Hardware,{Hardware},"{""Quantum / Photonics""}","{Hardware,""Quantum / Photonics""}"
13797817,46,23,12,11,0,medium,,t,2026-03-31 15:19:42.080388,f,Biotech,{Biotech},{},{Biotech}
15990736,35,10,25,0,0,low,,t,2026-03-31 15:27:56.662724,f,Deep R&D,"{""Deep R&D""}","{""Quantum / Photonics""}","{""Deep R&D"",""Quantum / Photonics""}"
15720560,39,10,12,17,0,low,,t,2026-03-31 15:25:58.104832,f,Hardware,{Hardware},{},{Hardware}
13814576,30,8,22,0,0,low,,t,2026-03-31 15:19:43.564534,f,HealthTech,{HealthTech},{Biotech},"{Biotech,HealthTech}"
16051010,29,0,12,17,0,low,,t,2026-03-31 15:28:33.195818,f,,{},{},{}
16577449,31,2,12,17,0,low,,t,2026-03-31 15:35:25.887856,f,AI & Software,"{""AI & Software""}",{},"{""AI & Software""}"
16721674,36,14,22,0,0,low,,t,2026-03-31 15:37:35.346455,f,Deep R&D,"{""Deep R&D""}",{Biotech},"{Biotech,""Deep R&D""}"
SC848231,45,28,0,17,0,medium,,t,2026-03-31 15:47:48.897963,f,Biotech,"{Biotech,""Deep R&D"",R&D}",{},"{Biotech,""Deep R&D"",R&D}"
13347500,43,26,0,17,0,medium,,t,2026-03-31 15:18:09.067198,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
14071926,29,0,12,17,0,low,,t,2026-03-31 15:20:13.201636,f,,{},{},{}
15659504,69,25,24,20,0,high,,t,2026-03-31 15:25:36.822074,f,Biotech,{Biotech},{Biotech},{Biotech}
SC846505,41,2,22,17,0,medium,,t,2026-03-31 15:47:42.219611,f,AI & Software,"{""AI & Software""}",{Biotech},"{""AI & Software"",Biotech}"
16883773,43,26,0,17,0,medium,,t,2026-03-31 15:40:53.023493,f,Deep R&D,"{""Deep R&D""}",{},"{""Deep R&D""}"
