company_number,company_name,company_status,company_type,date_of_creation,jurisdiction,registered_postcode,registered_locality,registered_region,sic_codes,created_at,updated_at,last_refreshed_at
17010192,RNERA BIO LTD,Active,ltd,2026-02-03,United Kingdom,W1T 6EB,LONDON,,"[""72110""]",2026-03-31 13:28:41.643913,2026-03-31 13:28:41.643913,
15319796,RO-ARK AEROSPACE LIMITED,Active,ltd,2023-11-30,United Kingdom,WC1N 3AX,LONDON,,"[""26120"", ""63990""]",2026-03-31 13:28:41.643913,2026-03-31 13:28:41.643913,
14701880,ROAD TECH MOTORS LTD,Active,ltd,2023-03-02,United Kingdom,HA8 8TG,EDGWARE,,"[""71129""]",2026-03-31 13:28:41.70673,2026-03-31 13:28:41.70673,
17014397,ROBORNA THERAPEUTICS LTD,Active,ltd,2026-02-05,United Kingdom,DH7 7LW,DURHAM,,"[""21100"", ""72110"", ""74909"", ""85590""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16523616,ROBOSLOTH TECHNOLOGIES LTD,Active,ltd,2025-06-16,United Kingdom,SW7 4DA,LONDON,,"[""71122"", ""72190""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15805288,ROBOTIC ASSIST LTD,Active,ltd,2024-06-25,United Kingdom,WD4 8SZ,KINGS LANGLEY,,"[""71121""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16976264,ROBOTIC MARINE SOLUTIONS LTD,Active,ltd,2026-01-20,United Kingdom,SL5 7FZ,ASCOT,,"[""71129""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15873971,ROBOTIC TURTLE LTD,Active,ltd,2024-08-02,United Kingdom,EC1R 5HL,LONDON,,"[""62012""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15115759,ROBOTIC WINGS LTD,Active,ltd,2023-09-04,United Kingdom,W8 4LZ,LONDON,,"[""28990"", ""29310"", ""72190""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
13990249,ROBOTICA LTD,Active,ltd,2022-03-19,United Kingdom,M29 8AP,TYLDESLEY MANCHESTER,,"[""71121"", ""71122""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16671151,ROBOTICALLY GADGETS LTD,Active,ltd,2025-08-25,United Kingdom,W1W 7LT,LONDON,,"[""47910""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16865524,ROBOTICS & AI CONSULTANCY LTD,Active,ltd,2025-11-19,United Kingdom,B93 0LN,SOLIHULL,,"[""62020"", ""70229"", ""71122"", ""74909""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15377391,ROBOTICS AI ACADEMY LIMITED,Active,ltd,2023-12-31,United Kingdom,WC2H 9JQ,LONDON,,"[""85590""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15899745,ROBOTICS AND AUTONOMOUS SYSTEMS ADVISORY LTD,Active,ltd,2024-08-14,United Kingdom,LE16 9SJ,MARKET HARBOROUGH,,"[""71122""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
14691743,ROBOTICS DESIGN MAINTENANCE LTD,Active,ltd,2023-02-27,United Kingdom,TF1 6AQ,TELFORD,,"[""71129""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15062380,ROBOTICS HOLDINGS LIMITED,Active,ltd,2023-08-09,United Kingdom,TW8 9ES,BRENTFORD,,"[""71129""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
14913499,ROBOTICS PROFESSIONAL SYSTEMS LTD,Active,ltd,2023-06-04,United Kingdom,DE1 2DD,DERBY,,"[""72190""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16481499,ROBOTICSBRAIN LTD,Active,ltd,2025-05-28,United Kingdom,W1T 6EB,LONDON,,"[""58290"", ""95110""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15480805,ROBOTICSCHOOLS LIMITED,Active,ltd,2024-02-10,United Kingdom,CB3 0YJ,CAMBRIDGE,,"[""85590""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16822488,ROBOTICSENGINEERING LTD,Active,ltd,2025-10-31,United Kingdom,RM3 7LJ,ROMFORD,,"[""71129""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
16399235,ROBOTIZE LTD,Active,ltd,2025-04-21,United Kingdom,W1T 6EB,LONDON,,"[""62020"", ""63110"", ""72190""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
14372770,ROBSON ROBOTICS LTD,Active,ltd,2022-09-22,United Kingdom,WC2H 9JQ,LONDON,,"[""26400""]",2026-03-31 13:28:41.848508,2026-03-31 13:28:41.848508,
15212797,RODI'S FISH AND CHIPS LTD,Active,ltd,2023-10-15,United Kingdom,SG2 8ET,STEVENAGE,,"[""56103""]",2026-03-31 13:28:42.052514,2026-03-31 13:28:42.052514,
14519198,RODINGTON SOLAR AND BATTERY STORAGE LIMITED,Active,ltd,2022-12-01,United Kingdom,GL50 3LG,CHELTENHAM,,"[""35110""]",2026-03-31 13:28:42.052514,2026-03-31 13:28:42.052514,
14263442,ROGER GRACIE INTERNATIONAL LTD,Active,ltd,2022-07-28,United Kingdom,WC2H 9JQ,LONDON,,"[""47510""]",2026-03-31 13:28:42.052514,2026-03-31 13:28:42.052514,
SC866422,ROGERS OPTICAL COATING CONSULTANT LIMITED,Active,ltd,2025-10-14,United Kingdom,DD5 1LF,DUNDEE,,"[""26701""]",2026-03-31 13:28:42.052514,2026-03-31 13:28:42.052514,
14767309,ROK INTERNATIONAL LIMITED,Active,ltd,2023-03-28,United Kingdom,BN20 7XR,EASTBOURNE,,"[""71129""]",2026-03-31 13:28:42.116043,2026-03-31 13:28:42.116043,
15850457,ROKALIN PHARMACEUTICALS LTD,Active,ltd,2024-07-21,United Kingdom,OX3 8FE,OXFORD,,"[""21200"", ""71122"", ""72110"", ""72190""]",2026-03-31 13:28:42.116043,2026-03-31 13:28:42.116043,
14376989,ROKOAT INDUSTRIAL COATINGS LIMITED,Active,ltd,2022-09-25,United Kingdom,W1B 5TF,LONDON,,"[""46180""]",2026-03-31 13:28:42.116043,2026-03-31 13:28:42.116043,
15576910,ROLL CAMERA ACTION INTERNATIONAL LIMITED,Active,ltd,2024-03-19,United Kingdom,W1W 5PF,LONDON,,"[""59111""]",2026-03-31 13:28:42.116043,2026-03-31 13:28:42.116043,
14994756,ROOT INTERNATIONAL LIMITED,Active,ltd,2023-07-10,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""46190"", ""46420"", ""47910"", ""52103""]",2026-03-31 13:28:42.312396,2026-03-31 13:28:42.312396,
16058972,ROOTS AND CARBON LTD,Active,ltd,2024-11-04,United Kingdom,W13 8HL,LONDON,,"[""46210"", ""70229"", ""72110""]",2026-03-31 13:28:42.371962,2026-03-31 13:28:42.371962,
SC724070,ROSTRA THERAPEUTICS LTD,Active,ltd,2022-02-22,United Kingdom,EH2 4AN,EDINBURGH,,"[""72110""]",2026-03-31 13:28:42.567925,2026-03-31 13:28:42.567925,
14917616,ROTORS ENGINEERING LTD,Active,ltd,2023-06-05,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""33160""]",2026-03-31 13:28:42.640414,2026-03-31 13:28:42.640414,
14724201,ROTRONICS BATTERY MANAGEMENT SOLUTIONS LIMITED,Active,ltd,2023-03-13,United Kingdom,GL12 8HQ,TORTWORTH,,"[""71122"", ""71200""]",2026-03-31 13:28:42.640414,2026-03-31 13:28:42.640414,
15371303,ROUTLEDGE BIOMEDICAL CONSULTING LIMITED,Active,ltd,2023-12-27,United Kingdom,CB22 4LX,WHITTLESFORD,,"[""72110""]",2026-03-31 13:28:42.704876,2026-03-31 13:28:42.704876,
16368320,ROW & HARMONY INTERNATIONAL CLEANING SERVICES LTD,Active,ltd,2025-04-06,United Kingdom,W1W 5PF,LONDON,,"[""81210"", ""81222"", ""81229"", ""81299""]",2026-03-31 13:28:42.704876,2026-03-31 13:28:42.704876,
14684598,RSR ROBOTICS LIMITED,Active,ltd,2023-02-23,United Kingdom,WR9 8DS,DROITWICH SPA,,"[""28990""]",2026-03-31 13:28:43.06344,2026-03-31 13:28:43.06344,
SC871457,RST INSPECTION & ENGINEERING SERVICES LTD,Active,ltd,2025-12-01,United Kingdom,AB21 0TT,ABERDEEN,,"[""25620"", ""71122"", ""71200"", ""72190""]",2026-03-31 13:28:43.06344,2026-03-31 13:28:43.06344,
17056717,RT BIO SYSTEMS LTD,Active,ltd,2026-02-26,United Kingdom,WC2H 9JQ,LONDON,,"[""10890"", ""47910"", ""72110""]",2026-03-31 13:28:43.141312,2026-03-31 13:28:43.141312,
15328986,RT GROUP INTERNATIONAL OIL TRADING LIMITED,Active,ltd,2023-12-05,United Kingdom,W1U 2RE,LONDON,,"[""46711""]",2026-03-31 13:28:43.141312,2026-03-31 13:28:43.141312,
16294003,RT INTERNATIONAL TRADING LTD,Active,ltd,2025-03-05,United Kingdom,WC2H 9JQ,LONDON,,"[""96090""]",2026-03-31 13:28:43.141312,2026-03-31 13:28:43.141312,
15128032,RTU DIAGNOSTICS LTD,Active,ltd,2023-09-09,United Kingdom,SE16 3UL,LONDON,,"[""86210""]",2026-03-31 13:28:43.141312,2026-03-31 13:28:43.141312,
16365413,RVM AIRCRAFT MAINTENANCE &PRODUCTION ENGINEERING LTD,Active,ltd,2025-04-03,United Kingdom,EC1V 2NX,LONDON,,"[""33160""]",2026-03-31 13:28:43.574902,2026-03-31 13:28:43.574902,
15093756,RVR INTERNATIONAL LTD,Active,ltd,2023-08-23,United Kingdom,SE10 9JB,LONDON,,"[""63990""]",2026-03-31 13:28:43.574902,2026-03-31 13:28:43.574902,
13409307,RWE 52 TABERNACLE STREET LTD,Active,ltd,2021-05-18,United Kingdom,SE1 9RS,LONDON,,"[""94990""]",2026-03-31 13:28:43.574902,2026-03-31 13:28:43.574902,
16152170,RYDEMOTORS LIMITED,Active,ltd,2024-12-27,United Kingdom,SE1 6QL,LONDON,,"[""45112""]",2026-03-31 13:28:43.636443,2026-03-31 13:28:43.636443,
13486165,S A MOTORSPORT LIMITED,Active,ltd,2021-06-29,United Kingdom,S81 7AD,WORKSOP,,"[""29320"", ""74100""]",2026-03-31 13:28:43.757289,2026-03-31 13:28:43.757289,
14341689,S C COMPUTING & NETWORKING LTD,Active,ltd,2022-09-06,United Kingdom,TQ4 7FA,PAIGNTON,,"[""26200"", ""62020"", ""71129"", ""95110""]",2026-03-31 13:28:43.828781,2026-03-31 13:28:43.828781,
SC832354,S FAIRLESS ENGINEERING & WELDING SERVICES LTD,Active,ltd,2024-12-20,United Kingdom,EH42 1FD,DUNBAR,,"[""71121""]",2026-03-31 13:28:43.828781,2026-03-31 13:28:43.828781,
16373227,S INTERNATIONAL BEAUTY LTD,Active,ltd,2025-04-07,United Kingdom,NW1 1BY,LONDON,,"[""96020""]",2026-03-31 13:28:43.828781,2026-03-31 13:28:43.828781,
15514605,S J C MATERIALS HULL LIMITED,Active,ltd,2024-02-22,United Kingdom,HU5 5EL,HULL,,"[""35140""]",2026-03-31 13:28:43.828781,2026-03-31 13:28:43.828781,
16165083,S K BARNARD LTD,Active,ltd,2025-01-06,United Kingdom,WC2H 9JQ,LONDON,,"[""68100""]",2026-03-31 13:28:43.828781,2026-03-31 13:28:43.828781,
16930559,"S.C. INTERNATIONAL TRADE CO., LTD",Active,ltd,2025-12-24,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""46160"", ""46480"", ""46520"", ""47910""]",2026-03-31 13:28:44.097145,2026-03-31 13:28:44.097145,
15826186,SA UK MOTORS LTD,Active,ltd,2024-07-07,United Kingdom,SE13 6TR,LONDON,,"[""45112"", ""45200""]",2026-03-31 13:28:44.217702,2026-03-31 13:28:44.217702,
16937603,SAFA SCREENING AND DIAGNOSTICS LTD,Active,ltd,2025-12-31,United Kingdom,HD4 6EN,HUDDERSFIELD,,"[""86900""]",2026-03-31 13:28:44.379523,2026-03-31 13:28:44.379523,
16727334,SAFE ROBOTICS UK LIMITED,Active,ltd,2025-09-17,United Kingdom,EC1V 2NX,LONDON,,"[""62012"", ""71121"", ""71122"", ""72190""]",2026-03-31 13:28:44.431994,2026-03-31 13:28:44.431994,
17057618,SAFE SYSTEM CULTURE LTD,Active,ltd,2026-02-26,United Kingdom,WC2H 9JQ,LONDON,,"[""72190"", ""74909""]",2026-03-31 13:28:44.431994,2026-03-31 13:28:44.431994,
13387549,SAFEBIOMED CONSULTANCY LIMITED,Active,ltd,2021-05-10,United Kingdom,CB5 8LA,CAMBRIDGE,,"[""62012"", ""62020"", ""62090"", ""71200""]",2026-03-31 13:28:44.431994,2026-03-31 13:28:44.431994,
16041789,SAFEGUARD AI LTD,Active,ltd,2024-10-24,United Kingdom,OX1 1AG,OXFORD,,"[""62012"", ""62020"", ""72190"", ""72200""]",2026-03-31 13:28:44.431994,2026-03-31 13:28:44.431994,
16183678,SAFER DIAGNOSTICS LTD,Active,ltd,2025-01-14,United Kingdom,CH41 5FE,WIRRAL,,"[""86900""]",2026-03-31 13:28:44.489231,2026-03-31 13:28:44.489231,
16477411,SAINTE CELLIER LIMITED,Active,ltd,2025-05-26,United Kingdom,NW10 9LG,LONDON,,"[""47750""]",2026-03-31 13:28:44.672393,2026-03-31 13:28:44.672393,
16924424,SAIPEM ENGINEERING S.P.A LIMITED,Active,ltd,2025-12-21,United Kingdom,SL5 9UY,ASCOT,,"[""64301"", ""71121""]",2026-03-31 13:28:44.672393,2026-03-31 13:28:44.672393,
15746987,SAISRITA ENGINEERING SOLUTIONS LTD,Active,ltd,2024-05-27,United Kingdom,CV11 6XU,NUNEATON,,"[""62020"", ""71122""]",2026-03-31 13:28:44.672393,2026-03-31 13:28:44.672393,
15392171,SAITEKI HOSPITALITY INTERNATIONAL LTD,Active,ltd,2024-01-06,United Kingdom,W1B 5BD,LONDON,,"[""70229""]",2026-03-31 13:28:44.672393,2026-03-31 13:28:44.672393,
15783107,SAJDA LTD,Active,ltd,2024-06-15,United Kingdom,CB1 9HN,CAMBRIDGE,,"[""72190"", ""85422"", ""85600""]",2026-03-31 13:28:44.723483,2026-03-31 13:28:44.723483,
14661235,SAKA HOLDING INTERNATIONAL LTD,Active,ltd,2023-02-14,United Kingdom,EC1N 8LE,LONDON,,"[""46711"", ""46719"", ""46720"", ""70229""]",2026-03-31 13:28:44.723483,2026-03-31 13:28:44.723483,
15182738,SAKARU INTERNATIONAL LIMITED,Active,ltd,2023-10-02,United Kingdom,WC2H 9JQ,LONDON,,"[""47190""]",2026-03-31 13:28:44.723483,2026-03-31 13:28:44.723483,
14440832,SAKURA INTERNATIONAL TRADING LTD,Active,ltd,2022-10-24,United Kingdom,W1G 0JR,LONDON,,"[""47910""]",2026-03-31 13:28:44.723483,2026-03-31 13:28:44.723483,
16352872,SALAMOL INTERNATIONAL LIMITED,Active,ltd,2025-03-30,United Kingdom,WC2H 9JQ,LONDON,,"[""52230""]",2026-03-31 13:28:44.723483,2026-03-31 13:28:44.723483,
15537016,SALEEM ALI YAHYA AL SUFYANI INTERNATIONAL COMPANY LTD,Active,ltd,2024-03-02,United Kingdom,W1W 5PF,LONDON,,"[""46900""]",2026-03-31 13:28:44.78103,2026-03-31 13:28:44.78103,
15506361,SALES EXCELLENCE ADVISORS LTD,Active,ltd,2024-02-20,United Kingdom,WC2H 9JQ,LONDON,,"[""62020""]",2026-03-31 13:28:44.78103,2026-03-31 13:28:44.78103,
15911721,SALJE CONSULTANCY LTD,Active,ltd,2024-08-21,United Kingdom,CB3 9JH,CAMBRIDGE,,"[""72190"", ""74202""]",2026-03-31 13:28:44.841335,2026-03-31 13:28:44.841335,
16262772,SALMON INTERNATIONAL FOODS LTD,Active,ltd,2025-02-19,United Kingdom,NW11 9PS,LONDON,,"[""46390""]",2026-03-31 13:28:44.841335,2026-03-31 13:28:44.841335,
15289454,SALMON INTERNATIONAL LTD,Active,ltd,2023-11-16,United Kingdom,WC2H 9JQ,LONDON,,"[""62090"", ""70229""]",2026-03-31 13:28:44.841335,2026-03-31 13:28:44.841335,
14672316,SALOGURU INTERNATIONAL UK LIMITED,Active,ltd,2023-02-18,United Kingdom,SE26 5FU,LONDON,,"[""35140"", ""42220"", ""43210""]",2026-03-31 13:28:44.841335,2026-03-31 13:28:44.841335,
16704221,SAMAHA INTERNATIONAL LEGAL CONSULTANTS LTD,Active,ltd,2025-09-08,United Kingdom,WC2H 9JQ,LONDON,,"[""69109"", ""74300"", ""82911"", ""82990""]",2026-03-31 13:28:44.95557,2026-03-31 13:28:44.95557,
16728252,SAMARTA INTERNATIONAL LIMITED,Active,ltd,2025-09-17,United Kingdom,W1W 5PF,LONDON,,"[""46190"", ""46900"", ""70229""]",2026-03-31 13:28:45.010558,2026-03-31 13:28:45.010558,
14575367,SAMBORA INTERNATIONAL LTD,Active,ltd,2023-01-06,United Kingdom,WC2H 9JQ,LONDON,,"[""55100"", ""55209"", ""70229""]",2026-03-31 13:28:45.010558,2026-03-31 13:28:45.010558,
16041362,SAMEER ENTERPRISES INTERNATIONAL LTD,Active,ltd,2024-10-24,United Kingdom,HA1 3EX,HARROW,,"[""81210"", ""81222"", ""81299"", ""86900""]",2026-03-31 13:28:45.010558,2026-03-31 13:28:45.010558,
15224664,SAMER ISAM FOR INTERNATIONAL REAL ESTATE LTD,Active,ltd,2023-10-19,United Kingdom,W1W 5PF,LONDON,,"[""46900""]",2026-03-31 13:28:45.010558,2026-03-31 13:28:45.010558,
16271775,SAMER MAINTENANCE LTD,Active,ltd,2025-02-24,United Kingdom,CB25 9PB,CAMBRIDGE,,"[""33160""]",2026-03-31 13:28:45.010558,2026-03-31 13:28:45.010558,
16175932,SAVING TRADE INTERNATIONAL MEDIA AND SHIPPING LIMITED,Active,ltd,2025-01-10,United Kingdom,WC2H 9JQ,LONDON,,"[""46900"", ""52290"", ""73110"", ""93191""]",2026-03-31 13:28:45.669037,2026-03-31 13:28:45.669037,
16525873,SAVOLA GOLDEN INTERNATIONAL TRADING LTD,Active,ltd,2025-06-17,United Kingdom,WC1N 3AX,LONDON,,"[""46170"", ""46900"", ""47110"", ""47810""]",2026-03-31 13:28:45.669037,2026-03-31 13:28:45.669037,
16828217,SAWS INTERNATIONAL LTD,Active,ltd,2025-11-03,United Kingdom,W1T 2EW,FITZROVIA,,"[""47910""]",2026-03-31 13:28:45.755025,2026-03-31 13:28:45.755025,
14571978,SAXON FISH AND CHIPS LTD,Active,ltd,2023-01-05,United Kingdom,SG18 8AT,BIGGLESWADE,,"[""56103""]",2026-03-31 13:28:45.755025,2026-03-31 13:28:45.755025,
16838996,SAYAKA WAKITA INTERNATIONAL LTD,Active,ltd,2025-11-07,United Kingdom,WC2H 9JQ,LONDON,,"[""70221"", ""70229"", ""82302""]",2026-03-31 13:28:45.755025,2026-03-31 13:28:45.755025,
16003957,SAYAN INTERNATIONAL LTD,Active,ltd,2024-10-07,United Kingdom,WC1X 0ND,LONDON,,"[""47599"", ""47820"", ""47890"", ""47910""]",2026-03-31 13:28:45.755025,2026-03-31 13:28:45.755025,
16046931,SAYDAM INTERNATIONAL LTD,Active,ltd,2024-10-29,United Kingdom,WC2H 9JQ,LONDON,,"[""47910""]",2026-03-31 13:28:45.755025,2026-03-31 13:28:45.755025,
14566878,SC PRINTING INTERNATIONAL UK LIMITED,Active,ltd,2023-01-03,United Kingdom,WC2H 9JQ,LONDON,,"[""82920""]",2026-03-31 13:28:45.917005,2026-03-31 13:28:45.917005,
13922504,SCALEUP INNOVATIONS HOLDINGS LIMITED,Active,ltd,2022-02-17,United Kingdom,NW10 7JB,LONDON,,"[""64209"", ""64303"", ""72190""]",2026-03-31 13:28:45.917005,2026-03-31 13:28:45.917005,
15015347,"SCANA VALVE CONTROL CO., LTD",Active,ltd,2023-07-19,United Kingdom,CB2 8DL,CAMBRIDGE,,"[""26511"", ""27120"", ""28150"", ""46900""]",2026-03-31 13:28:45.917005,2026-03-31 13:28:45.917005,
16049684,SCANATRAC LTD,Active,ltd,2024-10-29,United Kingdom,W1W 5PF,LONDON,,"[""26110"", ""26309"", ""26511"", ""26701""]",2026-03-31 13:28:45.917005,2026-03-31 13:28:45.917005,
13437553,SCANNETIX LTD,Active,ltd,2021-06-02,United Kingdom,WC2H 9JQ,LONDON,,"[""71121"", ""72190"", ""74100""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
15748541,SCANSENSOR LIMITED,Active,ltd,2024-05-28,United Kingdom,W1B 1NT,LONDON,,"[""72110""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
16355604,SCANWAVE DIAGNOSTICS LIMITED,Active,ltd,2025-03-30,United Kingdom,TN10 3ET,TONBRIDGE,,"[""86900""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
13536278,SCARLET THERAPEUTICS LIMITED,Active,ltd,2021-07-27,United Kingdom,BS2 0JZ,BRISTOL,,"[""72110""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
14789496,SCBOT TECHNOLOGY LIMITED,Active,ltd,2023-04-09,United Kingdom,EC2Y 9BB,LONDON,,"[""26400"", ""62020"", ""72190""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
15530731,SCDR LTD,Active,ltd,2024-02-28,United Kingdom,W1W 7LT,LONDON,,"[""72190""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
15908176,SCELLA VENTURES (2) LIMITED,Active,ltd,2024-08-19,United Kingdom,WC2H 9JQ,LONDON,,"[""78109"", ""78200""]",2026-03-31 13:28:45.976767,2026-03-31 13:28:45.976767,
16814750,SCHMIDT INTERNATIONAL CHEMICAL (UK) LTD,Active,ltd,2025-10-28,United Kingdom,CB1 2GE,CAMBRIDGE,,"[""08910"", ""20150"", ""20200"", ""47760""]",2026-03-31 13:28:46.039594,2026-03-31 13:28:46.039594,
16795418,SCHOLAR INTERNATIONAL LIMITED,Active,ltd,2025-10-19,United Kingdom,EC1N 8DX,HOLBORN,,"[""85590"", ""85600""]",2026-03-31 13:28:46.039594,2026-03-31 13:28:46.039594,
16956912,SCHOLARS' EXCELLENCE TUITION LTD,Active,ltd,2026-01-12,United Kingdom,W1W 5PF,LONDON,,"[""85600""]",2026-03-31 13:28:46.039594,2026-03-31 13:28:46.039594,
13563358,QUANTUM YOGA LIMITED,Active,ltd,2021-08-11,United Kingdom,E4 6AB,LONDON,,"[""86900""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16476347,QUANTUM ZONE LTD,Active,ltd,2025-05-26,United Kingdom,WC2H 9JQ,LONDON,,"[""62012""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16289741,QUANTUM15 WORLD LTD,Active,ltd,2025-03-04,United Kingdom,W1H 7QX,LONDON,,"[""70221""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15858740,QUANTUM404 GROUP LTD,Active,ltd,2024-07-24,United Kingdom,WC1N 3AX,LONDON,,"[""14190"", ""60100"", ""77110"", ""82990""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16823646,QUANTUMADE LIMITED,Active,ltd,2025-10-31,United Kingdom,W1G 0PW,LONDON,,"[""72190""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16348657,QUANTUMAURA LTD,Active,ltd,2025-03-27,United Kingdom,W1W 7LT,LONDON,,"[""46520"", ""61900"", ""62011"", ""62012""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16669016,QUANTUMBHOLDINGS LTD,Active,ltd,2025-08-22,United Kingdom,WC2H 9JQ,LONDON,,"[""64209""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16542098,QUANTUMBOX LTD,Active,ltd,2025-06-24,United Kingdom,WC2H 9JQ,LONDON,,"[""01130""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16819024,QUANTUMBRIDGE SOLUTIONS LTD,Active,ltd,2025-10-29,United Kingdom,W1W 5PF,LONDON,,"[""99999""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16644768,QUANTUMBYTE DIGITAL LTD,Active,ltd,2025-08-11,United Kingdom,W1B 3HH,LONDON,,"[""47429"", ""47910""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15659775,QUANTUMCRAFT TECH LTD,Active,ltd,2024-04-18,United Kingdom,W1W 5PF,LONDON,,"[""63120""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16612095,QUANTUMDEFENDER LABS LTD,Active,ltd,2025-07-28,United Kingdom,W1W 5PF,LONDON,,"[""99999""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16487810,QUANTUMDEFENDER SYSTEMS LTD,Active,ltd,2025-06-01,United Kingdom,W1W 5PF,LONDON,,"[""73110""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
14458427,QUANTUMED BIO LIMITED,Active,ltd,2022-11-02,United Kingdom,SN7 8DY,FARINGDON,,"[""47290"", ""86900"", ""96020"", ""96040""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16996348,QUANTUMEXPRESS LOGISTICS LTD,Active,ltd,2026-01-28,United Kingdom,W1W 5PF,LONDON,,"[""99999""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15434342,QUANTUMFUNDS LTD,Active,ltd,2024-01-23,United Kingdom,W1W 7LT,LONDON,,"[""64999"", ""70229""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16839786,QUANTUMGRID IT LTD,Active,ltd,2025-11-07,United Kingdom,WC1N 3AX,LONDON,,"[""62012"", ""62020"", ""62090""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16288798,QUANTUMHIVE LTD,Active,ltd,2025-03-03,United Kingdom,W1W 7LT,LONDON,,"[""47910""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16205454,QUANTUMID TECHNOLOGIES (UK) LIMITED,Active,ltd,2025-01-24,United Kingdom,W1W 5PF,LONDON,,"[""58290"", ""62012"", ""62090""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15809915,QUANTUMIND LTD,Active,ltd,2024-06-28,United Kingdom,NW1 8LA,LONDON,,"[""85590""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
17054752,QUANTUMINDSSI LTD,Active,ltd,2026-02-25,United Kingdom,WV4 6DZ,WOLVERHAMPTON,,"[""62012"", ""72110"", ""72190""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15963647,QUANTUMLINE HOLDINGS LTD,Active,ltd,2024-09-17,United Kingdom,WC2H 9JQ,LONDON,,"[""61200"", ""64202"", ""64204"", ""66300""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15571814,QUANTUMMIND TECHNOLOGIES LTD,Active,ltd,2024-03-17,United Kingdom,W1W 5PF,LONDON,,"[""62020"", ""62090"", ""70229"", ""74901""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16579505,QUANTUMPOD LTD,Active,ltd,2025-07-13,United Kingdom,YO15 2QX,BRIDLINGTON,,"[""72190""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
16430515,QUANTUMPSYCHOLOGY LIMITED,Active,ltd,2025-05-05,United Kingdom,LU7 0RW,LEIGHTON BUZZARD,,"[""86900""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
15803792,QUANTUMQUAD SOLUTIONS LIMITED,Active,ltd,2024-06-25,United Kingdom,WC1N 3AX,LONDON,,"[""62020"", ""62090""]",2026-03-31 13:28:37.001776,2026-03-31 13:28:37.001776,
